iterations,fitness,violations
1,2152,
2,2152,
3,2152,
4,2152,
5,2152,
6,2152,
7,2152,
8,2152,
9,2152,
10,2152,
11,2152,
12,2152,
13,2152,
14,2152,
15,2152,
16,2152,
17,2152,
18,2152,
19,2152,
20,2152,
21,2152,
22,2152,
23,2152,
24,2152,
25,2152,
26,2152,
27,2152,
28,2152,
29,2152,
30,2152,
31,2152,
32,2152,
33,2152,
34,2152,
35,2152,
36,2152,
37,2152,
38,2152,
39,2152,
40,2152,
41,2152,
42,2152,
43,2152,
44,2152,
45,2152,
46,2152,
47,2152,
48,2152,
49,2152,
50,2152,
51,2152,
52,2152,
53,2152,
54,2152,
55,2152,
56,2152,
57,2152,
58,2152,
59,2152,
60,2152,
61,2152,
62,2152,
63,2152,
64,2152,
65,2152,
66,2152,
67,2152,
68,2152,
69,2152,
70,2152,
71,2152,
72,2152,
73,2152,
74,2152,
75,2152,
76,2152,
77,2152,
78,2152,
79,2152,
80,2152,
81,2152,
82,2152,
83,2152,
84,2152,
85,2152,
86,2152,
87,2152,
88,2152,
89,2152,
90,2152,
91,2152,
92,2152,
93,2152,
94,2152,
95,2152,
96,2152,
97,2152,
98,2152,
99,2152,
100,2152,18.0
