iterations,fitness,violations
1,1720,
2,1720,
3,1720,
4,1720,
5,1720,
6,1720,
7,1720,
8,1720,
9,1720,
10,1720,
11,1720,
12,1720,
13,1720,
14,1720,
15,1720,
16,1720,
17,1720,
18,1720,
19,1720,
20,1720,
21,1720,
22,1720,
23,1720,
24,1720,
25,1720,
26,1720,
27,1720,
28,1720,
29,1720,
30,1720,
31,1720,
32,1720,
33,1720,
34,1720,
35,1720,
36,1720,
37,1720,
38,1720,
39,1720,
40,1720,
41,1720,
42,1720,
43,1720,
44,1720,
45,1720,
46,1720,
47,1720,
48,1720,
49,1720,
50,1720,
51,1720,
52,1720,
53,1720,
54,1720,
55,1720,
56,1720,
57,1720,
58,1720,
59,1720,
60,1720,
61,1720,
62,1720,
63,1720,
64,1720,
65,1720,
66,1720,
67,1720,
68,1720,
69,1720,
70,1720,
71,1720,
72,1720,
73,1720,
74,1720,
75,1720,
76,1720,
77,1720,
78,1720,
79,1720,
80,1720,
81,1720,
82,1720,
83,1720,
84,1720,
85,1720,
86,1720,
87,1720,
88,1720,
89,1720,
90,1720,
91,1720,
92,1720,
93,1720,
94,1720,
95,1720,
96,1720,
97,1720,
98,1720,
99,1720,
100,1720,14.0
