iterations,fitness,violations
1,21197,
2,21197,
3,21197,
4,21197,
5,21197,
6,21197,
7,21197,
8,21197,
9,21197,
10,21197,
11,21197,
12,21197,
13,21197,
14,21197,
15,21197,
16,21197,
17,21197,
18,21197,
19,21197,
20,21197,
21,21197,
22,21197,
23,21197,
24,21197,
25,21197,
26,21197,
27,21197,
28,21197,
29,21197,
30,21197,
31,21197,
32,21197,
33,21197,
34,21197,
35,21197,
36,21197,
37,21197,
38,21197,
39,21197,
40,21197,
41,21197,
42,21197,
43,21197,
44,21197,
45,21197,
46,21197,
47,21197,
48,21197,
49,21197,
50,21197,
51,21197,
52,21197,
53,21197,
54,21197,
55,21197,
56,21197,
57,21197,
58,21197,
59,21197,
60,21197,
61,21197,
62,21197,
63,21197,
64,21197,
65,21197,
66,21197,
67,21197,
68,21197,
69,21197,
70,21197,
71,21197,
72,21197,
73,21197,
74,21197,
75,21197,
76,21197,
77,21197,
78,21197,
79,21197,
80,21197,
81,21197,
82,21197,
83,21197,
84,21197,
85,21197,
86,21197,
87,21197,
88,21197,
89,21197,
90,21197,
91,21197,
92,21197,
93,21197,
94,21197,
95,21197,
96,21197,
97,21197,
98,21197,
99,21197,
100,21197,200.0
