iterations,fitness,violations
1,2186,
2,2186,
3,2186,
4,2186,
5,2186,
6,2186,
7,2186,
8,2186,
9,2186,
10,2186,
11,2186,
12,2186,
13,2186,
14,2186,
15,2186,
16,2186,
17,2186,
18,2186,
19,2186,
20,2186,
21,2186,
22,2186,
23,2186,
24,2186,
25,2186,
26,2186,
27,2186,
28,2186,
29,2186,
30,2186,
31,2186,
32,2186,
33,2186,
34,2186,
35,2186,
36,2186,
37,2186,
38,2186,
39,2186,
40,2186,
41,2186,
42,2186,
43,2186,
44,2186,
45,2186,
46,2186,
47,2186,
48,2186,
49,2186,
50,2186,
51,2186,
52,2186,
53,2186,
54,2186,
55,2186,
56,2186,
57,2186,
58,2186,
59,2186,
60,2186,
61,2186,
62,2186,
63,2186,
64,2186,
65,2186,
66,2186,
67,2186,
68,2186,
69,2186,
70,2186,
71,2186,
72,2186,
73,2186,
74,2186,
75,2186,
76,2186,
77,2186,
78,2186,
79,2186,
80,2186,
81,2186,
82,2186,
83,2186,
84,2186,
85,2186,
86,2186,
87,2186,
88,2186,
89,2186,
90,2186,
91,2186,
92,2186,
93,2186,
94,2186,
95,2186,
96,2186,
97,2186,
98,2186,
99,2186,
100,2186,18.0
