iterations,fitness,violations
1,1684,
2,1684,
3,1684,
4,1684,
5,1684,
6,1684,
7,1684,
8,1684,
9,1684,
10,1684,
11,1684,
12,1684,
13,1684,
14,1684,
15,1684,
16,1684,
17,1684,
18,1684,
19,1684,
20,1684,
21,1684,
22,1684,
23,1684,
24,1684,
25,1684,
26,1684,
27,1684,
28,1684,
29,1684,
30,1684,
31,1684,
32,1684,
33,1684,
34,1684,
35,1684,
36,1684,
37,1684,
38,1684,
39,1684,
40,1684,
41,1684,
42,1684,
43,1684,
44,1684,
45,1684,
46,1684,
47,1684,
48,1684,
49,1684,
50,1684,
51,1684,
52,1684,
53,1684,
54,1684,
55,1684,
56,1684,
57,1684,
58,1684,
59,1684,
60,1684,
61,1684,
62,1684,
63,1684,
64,1684,
65,1684,
66,1684,
67,1684,
68,1684,
69,1684,
70,1684,
71,1684,
72,1684,
73,1684,
74,1684,
75,1684,
76,1684,
77,1684,
78,1684,
79,1684,
80,1684,
81,1684,
82,1684,
83,1684,
84,1684,
85,1684,
86,1684,
87,1684,
88,1684,
89,1684,
90,1684,
91,1684,
92,1684,
93,1684,
94,1684,
95,1684,
96,1684,
97,1684,
98,1684,
99,1684,
100,1684,14.0
