iterations,fitness,violations
1,1987,
2,1987,
3,1987,
4,1987,
5,1987,
6,1987,
7,1987,
8,1987,
9,1987,
10,1987,
11,1987,
12,1987,
13,1987,
14,1987,
15,1987,
16,1987,
17,1987,
18,1987,
19,1987,
20,1987,
21,1987,
22,1987,
23,1987,
24,1987,
25,1987,
26,1987,
27,1987,
28,1987,
29,1987,
30,1987,
31,1987,
32,1987,
33,1987,
34,1987,
35,1987,
36,1987,
37,1987,
38,1987,
39,1987,
40,1987,
41,1987,
42,1987,
43,1987,
44,1987,
45,1987,
46,1987,
47,1987,
48,1987,
49,1987,
50,1987,
51,1987,
52,1987,
53,1987,
54,1987,
55,1987,
56,1987,
57,1987,
58,1987,
59,1987,
60,1987,
61,1987,
62,1987,
63,1987,
64,1987,
65,1987,
66,1987,
67,1987,
68,1987,
69,1987,
70,1987,
71,1987,
72,1987,
73,1987,
74,1987,
75,1987,
76,1987,
77,1987,
78,1987,
79,1987,
80,1987,
81,1987,
82,1987,
83,1987,
84,1987,
85,1987,
86,1987,
87,1987,
88,1987,
89,1987,
90,1987,
91,1987,
92,1987,
93,1987,
94,1987,
95,1987,
96,1987,
97,1987,
98,1987,
99,1987,
100,1987,16.0
